Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/chat/completions [200/200],46648,0,170.0,254.28529143522292,112.66908399920794,762.250996001967,681.1415280397873,77.80295273246863,0.0,170,180,370,380,510,520,530,540,690,760,760
,Aggregated,46648,0,170.0,254.28529143522292,112.66908399920794,762.250996001967,681.1415280397873,77.80295273246863,0.0,170,180,370,380,510,520,530,540,690,760,760
