Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/chat/completions [200/200],5224,0,420.0,436.35876135547255,122.16608900007486,958.3399470002405,660.7854134762634,43.90603407040471,0.0,420,420,430,440,580,690,750,770,850,960,960
,Aggregated,5224,0,420.0,436.35876135547255,122.16608900007486,958.3399470002405,660.7854134762634,43.90603407040471,0.0,420,420,430,440,580,690,750,770,850,960,960
