Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/chat/completions [200/200],165,165,1000.0,14966.76690836366,0.8454120015812805,136012.24617899972,0.0,1.129750987797285,1.129750987797285,1000,1000,3100,11000,36000,134000,135000,136000,136000,136000,136000
,Aggregated,165,165,1000.0,14966.76690836366,0.8454120015812805,136012.24617899972,0.0,1.129750987797285,1.129750987797285,1000,1000,3100,11000,36000,134000,135000,136000,136000,136000,136000
