Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/chat/completions [200/200],6561,0,1300.0,1808.0847596835897,892.1754819998569,3826.7955949995667,676.358024691358,10.946615690604922,0.0,1300,1300,1300,3800,3800,3800,3800,3800,3800,3800,3800
,Aggregated,6561,0,1300.0,1808.0847596835897,892.1754819998569,3826.7955949995667,676.358024691358,10.946615690604922,0.0,1300,1300,1300,3800,3800,3800,3800,3800,3800,3800,3800
