Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/v1/chat/completions [200/200],4992,0,430.0,456.4891226586538,130.63453399990976,921.8782049997571,665.3952323717949,41.967786618120094,0.0,430,440,460,470,650,690,770,810,890,920,920
,Aggregated,4992,0,430.0,456.4891226586538,130.63453399990976,921.8782049997571,665.3952323717949,41.967786618120094,0.0,430,440,460,470,650,690,770,810,890,920,920
